id;action_id;action_name;player_id;player_name;team_id;team_name;opponent_id;opponent_name;opponent_team_id;opponent_team_name;teammate_id;teammate_name;half;second;pos_x;pos_y;possession_id;possession_name;possession_team_id;possession_team_name;possession_number;possession_start_clear;possession_end_clear;playtype;hand;shot_type;drive;dribble_move;contesting;ts
77101326;1601000;Starting lineup;1161;Allen Crabbe;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101327;1601000;Starting lineup;1162;Mason Plumlee;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101328;1601000;Starting lineup;1151;Al-Farouq Aminu;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101329;1601000;Starting lineup;1160;Ed Davis;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101330;1601000;Starting lineup;8736;Maurice Harkless;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101331;1601000;Starting lineup;1152;Noah Vonleh;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101332;1601000;Starting lineup;1153;Damian Lillard;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101333;1601000;Starting lineup;1158;Gerald Henderson;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101334;1601000;Starting lineup;419014;CJ McCollum;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101335;1601000;Starting lineup;1159;Meyers Leonard;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101336;1601000;Starting lineup;1854;Kyle Singler;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101337;1601000;Starting lineup;7464;Kevin Durant;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101338;1601000;Starting lineup;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101339;1601000;Starting lineup;9112;Serge Ibaka;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101340;1601000;Starting lineup;1858;Steven Adams;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101341;1601000;Starting lineup;1860;Andre Roberson;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101342;1601000;Starting lineup;8331;Dion Waiters;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101343;1601000;Starting lineup;1857;Enes Freedom;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101344;1601000;Starting lineup;1861;Cameron Payne;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101345;1601000;Starting lineup;1851;Anthony Morrow;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101346;1601000;Starting lineup;1853;Nick Collison;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101347;1800100;1st quarter;;;;;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101348;1600500;Guard;1151;Al-Farouq Aminu;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101349;1600500;Guard;1152;Noah Vonleh;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101350;1600500;Guard;1153;Damian Lillard;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101351;1600500;Guard;1162;Mason Plumlee;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101352;1600500;Guard;419014;CJ McCollum;21;Portland Trail Blazers;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101353;1600500;Guard;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101354;1600500;Guard;1858;Steven Adams;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101355;1600500;Guard;1860;Andre Roberson;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101356;1600500;Guard;7464;Kevin Durant;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101357;1600500;Guard;9112;Serge Ibaka;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101358;100100;Ball in play;;;2935;Oklahoma City Thunder;;;;;;;1;55.283;;;;;;;;;;;;;;;;2019-10-24 13:06:03.57765
77101359;800202;2-;7464;Kevin Durant;2935;Oklahoma City Thunder;;;;;;;1;68.283;22.88;3.51;;;;;;;;Pick'n'Roll;;Jumper;;;;2017-12-07 11:52:02.750605
77101360;100300;Rebound;1153;Damian Lillard;21;Portland Trail Blazers;;;;;;;1;68.283;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101361;800202;2-;419014;CJ McCollum;21;Portland Trail Blazers;;;;;;;1;76.656;26.51;3.87;;;;;;;;Transition;;Jumper;;;;2017-12-07 11:52:02.750605
77101362;100300;Rebound;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;;;1;76.656;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101363;400101;Accurate pass;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;9112;Serge Ibaka;1;87.511;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101364;800301;3+;9112;Serge Ibaka;2935;Oklahoma City Thunder;;;;;1850;Russell Westbrook;1;87.511;26.84;0.72;;;;;;;;Catch and shoot;;Jumper;;;;2017-12-07 11:52:02.750605
77101365;400101;Accurate pass;1162;Mason Plumlee;21;Portland Trail Blazers;;;;;1151;Al-Farouq Aminu;1;108.176;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101366;800301;3+;1151;Al-Farouq Aminu;21;Portland Trail Blazers;;;;;1162;Mason Plumlee;1;108.176;19.73;7.35;;;;;;;;Catch and shoot;;Jumper;;;;2017-12-07 11:52:02.750605
77101367;100400;Steal;1152;Noah Vonleh;21;Portland Trail Blazers;9112;Serge Ibaka;2935;Oklahoma City Thunder;;;1;128.655;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101368;400101;Accurate pass;1152;Noah Vonleh;21;Portland Trail Blazers;;;;;1151;Al-Farouq Aminu;1;131.978;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101369;800201;2+;1151;Al-Farouq Aminu;21;Portland Trail Blazers;;;;;1152;Noah Vonleh;1;131.978;26.84;7.80;;;;;;;;Transition;;Dunk;;;;2017-12-07 11:52:02.750605
77101370;100400;Steal;1152;Noah Vonleh;21;Portland Trail Blazers;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;1;153.947;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101371;800302;3-;419014;CJ McCollum;21;Portland Trail Blazers;;;;;;;1;162.287;19.94;4.95;;;;;;;;Transition;;Jumper;;;;2017-12-07 11:52:02.750605
77101372;100300;Rebound;9112;Serge Ibaka;2935;Oklahoma City Thunder;;;;;;;1;162.287;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101373;200600;Post;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;;;1;173.513;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101374;800202;2-;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;;;1;173.513;25.22;5.04;;;;;;;;Post;;Jumper;;;;2017-12-07 11:52:02.750605
77101375;100200;Game stop;;;;;;;;;;;1;173.513;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101376;100300;Rebound;;;21;Portland Trail Blazers;;;;;;;1;173.513;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101377;100100;Ball in play;;;21;Portland Trail Blazers;;;;;;;1;188.395;;;;;;;;;;;;;;;;2019-10-24 13:06:03.57765
77101378;100200;Game stop;;;;;;;;;;;1;196.395;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101379;100500;Turnover;1152;Noah Vonleh;21;Portland Trail Blazers;;;;;;;1;196.395;;;;;;;;;;;;;;;;2017-12-07 11:52:02.750605
77101380;100100;Ball in play;;;2935;Oklahoma City Thunder;;;;;;;1;206.044;;;;;;;;;;;;;;;;2019-10-24 13:06:03.57765
