id;action_id;action_name;player_id;player_name;team_id;team_name;opponent_id;opponent_name;opponent_team_id;opponent_team_name;teammate_id;teammate_name;half;second;pos_x;pos_y;possession_id;possession_name;possession_team_id;possession_team_name;possession_number;possession_start_clear;possession_end_clear;playtype;hand;shot_type;drive;dribble_move;contesting;ts
76286286;1601000;Starting lineup;1860;Andre Roberson;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286287;1601000;Starting lineup;1853;Nick Collison;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286288;1601000;Starting lineup;8331;Dion Waiters;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286289;1601000;Starting lineup;9111;D.J. Augustin;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286290;1601000;Starting lineup;1857;Enes Freedom;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286291;1601000;Starting lineup;1851;Anthony Morrow;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286292;1601000;Starting lineup;1858;Steven Adams;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286293;1601000;Starting lineup;9112;Serge Ibaka;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286294;1601000;Starting lineup;7464;Kevin Durant;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286295;1601000;Starting lineup;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286306;1800100;1st quarter;;;;;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286307;1600500;Guard;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286308;1600500;Guard;1858;Steven Adams;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286309;1600500;Guard;1860;Andre Roberson;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286310;1600500;Guard;7464;Kevin Durant;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286311;1600500;Guard;9112;Serge Ibaka;2935;Oklahoma City Thunder;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286317;100100;Ball in play;;;2935;Oklahoma City Thunder;;;;;;;1;24.398;;;;;;;;;;;;;;;;2019-10-24 12:37:02.816963
76286318;800201;2+;1860;Andre Roberson;2935;Oklahoma City Thunder;;;;;;;1;27.398;27.02;7.59;;;;;;;;;;Lay up;;;;2017-12-07 02:12:02.941342
76286321;400101;Accurate pass;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;7464;Kevin Durant;1;69.161;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286322;800201;2+;7464;Kevin Durant;2935;Oklahoma City Thunder;;;;;1850;Russell Westbrook;1;69.161;23.03;10.11;;;;;;;;Screen off;;Jumper;;;;2017-12-07 02:12:02.941342
76286326;100200;Game stop;;;;;;;;;;;1;89.284;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286331;800202;2-;7464;Kevin Durant;2935;Oklahoma City Thunder;;;;;;;1;124.536;24.89;6.12;;;;;;;;Screen off;;Jumper;;;;2017-12-07 02:12:02.941342
76286333;800302;3-;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;;;1;150.138;19.64;9.03;;;;;;;;Pick'n'Roll;;Jumper;;;;2017-12-07 02:12:02.941342
76286338;200600;Post;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;;;1;175.369;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286339;800201;2+;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;;;1;175.369;24.14;9.36;;;;;;;;Post;;Jumper;;;;2017-12-07 02:12:02.941342
76286342;100300;Rebound;7464;Kevin Durant;2935;Oklahoma City Thunder;;;;;;;1;191.274;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286344;800302;3-;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;7464;Kevin Durant;1;203.710;21.98;13.05;;;;;;;;Catch and shoot;;Jumper;;;;2017-12-07 02:12:02.941342
76286346;100300;Rebound;7464;Kevin Durant;2935;Oklahoma City Thunder;;;;;;;1;218.450;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286347;800202;2-;9112;Serge Ibaka;2935;Oklahoma City Thunder;;;;;;;1;238.176;22.28;3.57;;;;;;;;Catch and shoot;;Jumper;;;;2017-12-07 02:12:02.941342
76286352;100200;Game stop;;;;;;;;;;;1;288.377;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286353;300100;Foul;1858;Steven Adams;2935;Oklahoma City Thunder;1165;Kawhi Leonard;20;San Antonio Spurs;;;1;288.377;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286356;100100;Ball in play;;;2935;Oklahoma City Thunder;;;;;;;1;320.838;;;;;;;;;;;;;;;;2019-10-24 12:37:02.816963
76286357;400101;Accurate pass;1850;Russell Westbrook;2935;Oklahoma City Thunder;;;;;7464;Kevin Durant;1;330.838;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286358;800201;2+;7464;Kevin Durant;2935;Oklahoma City Thunder;;;;;1850;Russell Westbrook;1;330.838;24.35;11.22;;;;;;;;Screen off;;Jumper;;;;2017-12-07 02:12:02.941342
76286359;100300;Rebound;1860;Andre Roberson;2935;Oklahoma City Thunder;;;;;;;1;344.263;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286362;100400;Steal;1860;Andre Roberson;2935;Oklahoma City Thunder;1167;Tony Parker;20;San Antonio Spurs;;;1;369.630;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286363;800302;3-;9112;Serge Ibaka;2935;Oklahoma City Thunder;;;;;1850;Russell Westbrook;1;381.238;25.82;0.48;;;;;;;;Catch and shoot;;Jumper;;;;2017-12-07 02:12:02.941342
76286364;100200;Game stop;;;;;;;;;;;1;381.238;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286365;100300;Rebound;;;2935;Oklahoma City Thunder;;;;;;;1;381.238;;;;;;;;;;;;;;;;2017-12-07 02:12:02.941342
76286366;100100;Ball in play;;;2935;Oklahoma City Thunder;;;;;;;1;396.582;;;;;;;;;;;;;;;;2019-10-24 12:37:02.816963
