id;action_id;action_name;player_id;player_name;team_id;team_name;opponent_id;opponent_name;opponent_team_id;opponent_team_name;teammate_id;teammate_name;half;second;pos_x;pos_y;possession_id;possession_name;possession_team_id;possession_team_name;possession_number;possession_start_clear;possession_end_clear;playtype;hand;shot_type;drive;dribble_move;contesting;ts
77027363;1601000;Starting lineup;2426;Jose Juan Barea Mora;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2018-10-20 17:58:37.550992
77027364;1601000;Starting lineup;370702;Justin Anderson;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027365;1601000;Starting lineup;7437;Jeremy Evans;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027366;1601000;Starting lineup;8429;John Jenkins;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027367;1601000;Starting lineup;2427;Dwight Powell;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027368;1601000;Starting lineup;7814;Chandler Parsons;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027369;1601000;Starting lineup;2425;Charlie Villanueva;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027370;1601000;Starting lineup;7461;JaVale McGee;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027371;1601000;Starting lineup;7463;Zaza Pachulia;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027372;1601000;Starting lineup;2433;Dirk Nowitzki;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027373;1601000;Starting lineup;7499;Raymond Felton;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027374;1601000;Starting lineup;2430;Wesley Matthews;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027375;1601000;Starting lineup;2428;Deron Williams;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027376;1800100;1st quarter;;;;;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027382;1600500;Guard;2428;Deron Williams;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027383;1600500;Guard;2430;Wesley Matthews;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027384;1600500;Guard;2433;Dirk Nowitzki;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027385;1600500;Guard;7463;Zaza Pachulia;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027386;1600500;Guard;7499;Raymond Felton;2975;Dallas Mavericks;;;;;;;1;0.000;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027393;400101;Accurate pass;2428;Deron Williams;2975;Dallas Mavericks;;;;;2430;Wesley Matthews;1;83.728;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027394;800201;2+;2430;Wesley Matthews;2975;Dallas Mavericks;;;;;2428;Deron Williams;1;83.728;26.81;2.64;;;;;;;;Screen off;;Jumper;;;;2017-12-07 11:18:01.651812
77027396;800202;2-;7499;Raymond Felton;2975;Dallas Mavericks;;;;;;;1;124.823;25.97;8.10;;;;;;;;Pick'n'Roll;;;;;;2017-12-07 11:18:01.651812
77027401;800302;3-;2433;Dirk Nowitzki;2975;Dallas Mavericks;;;;;7463;Zaza Pachulia;1;163.154;19.34;7.05;;;;;;;;Catch and Drive;;Jumper;Drives Left;;;2017-12-07 11:18:01.651812
77027404;200600;Post;2433;Dirk Nowitzki;2975;Dallas Mavericks;;;;;;;1;201.689;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027405;800202;2-;2433;Dirk Nowitzki;2975;Dallas Mavericks;;;;;;;1;201.689;26.72;11.67;;;;;;;;Post;;Jumper;;;;2017-12-07 11:18:01.651812
77027410;100200;Game stop;;;;;;;;;;;1;216.104;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027411;1800600;Timeout;;;2975;Dallas Mavericks;;;;;;;1;216.104;;;;;;;;;;;;;;;;2017-12-07 11:18:01.651812
77027412;100100;Ball in play;;;2975;Dallas Mavericks;;;;;;;1;232.859;;;;;;;;;;;;;;;;2019-10-24 12:03:19.576634
